Headline,Description,Date,Source,Headline_Tokens,Description_Tokens
hamas names oct 7 architect yahya sinwar new political leader mean ceasefire talks,israel accused sinwar “ mastermind ” behind hamas terror attack israel october 7 believed key target siege gaza,07-08-2024,CNN,"['hamas', 'names', 'oct', '7', 'architect', 'yahya', 'sinwar', 'new', 'political', 'leader', 'mean', 'ceasefire', 'talks']","['israel', 'accused', 'sinwar', '“', 'mastermind', '”', 'behind', 'hamas', 'terror', 'attack', 'israel', 'october', '7', 'believed', 'key', 'target', 'siege', 'gaza']"
israeli minister says may moral starve 2 million gazans one world would let us,israeli finance minister bezalel smotrich said “ may moral ” starve 2 million gaza residents israeli hostages returned “ one world would let us ”,06-08-2024,CNN,"['israeli', 'minister', 'says', 'may', 'moral', 'starve', '2', 'million', 'gazans', 'one', 'world', 'would', 'let', 'us']","['israeli', 'finance', 'minister', 'bezalel', 'smotrich', 'said', '“', 'may', 'moral', '”', 'starve', '2', 'million', 'gaza', 'residents', 'israeli', 'hostages', 'returned', '“', 'one', 'world', 'would', 'let', 'us', '”']"
israel invited ceremony commemorating 1945 atomic bombing nagasaki,israel invited year peace ceremony commemorating 1945 atomic bombing nagasaki promote “ peaceful somber atmosphere ” august 9 event city mayor told local media wednesday,01-08-2024,CNN,"['israel', 'invited', 'ceremony', 'commemorating', '1945', 'atomic', 'bombing', 'nagasaki']","['israel', 'invited', 'year', 'peace', 'ceremony', 'commemorating', '1945', 'atomic', 'bombing', 'nagasaki', 'promote', '“', 'peaceful', 'somber', 'atmosphere', '”', 'august', '9', 'event', 'city', 'mayor', 'told', 'local', 'media', 'wednesday']"
'we n't care enough ' palestinian lives says former idf paratrooper,serving idf reservist gaza yuval green says witnessed destruction looting desire revenge fellow soldiers longer serve describes experience bianna golodryga earlier statement abc news,01-08-2024,CNN,"[""'we"", ""n't"", 'care', 'enough', ""'"", 'palestinian', 'lives', 'says', 'former', 'idf', 'paratrooper']","['serving', 'idf', 'reservist', 'gaza', 'yuval', 'green', 'says', 'witnessed', 'destruction', 'looting', 'desire', 'revenge', 'fellow', 'soldiers', 'longer', 'serve', 'describes', 'experience', 'bianna', 'golodryga', 'earlier', 'statement', 'abc', 'news']"
palestinian homes destroyed revenge says israeli soldier served gaza,destroyed homes looting desire revenge former israel defense forces ( idf ) reservist alleged serious misconduct israeli forces gaza lack discipline command structure interview cnn,01-08-2024,CNN,"['palestinian', 'homes', 'destroyed', 'revenge', 'says', 'israeli', 'soldier', 'served', 'gaza']","['destroyed', 'homes', 'looting', 'desire', 'revenge', 'former', 'israel', 'defense', 'forces', '(', 'idf', ')', 'reservist', 'alleged', 'serious', 'misconduct', 'israeli', 'forces', 'gaza', 'lack', 'discipline', 'command', 'structure', 'interview', 'cnn']"
july 30 2024 - hamas political leader killed israel strikes beirut,hamas political leader ismail haniyeh killed tehran,30-07-2024,CNN,"['july', '30', '2024', '-', 'hamas', 'political', 'leader', 'killed', 'israel', 'strikes', 'beirut']","['hamas', 'political', 'leader', 'ismail', 'haniyeh', 'killed', 'tehran']"
israeli strike targets hezbollah cmdr also wanted us,cedric leighton joins lead,30-07-2024,CNN,"['israeli', 'strike', 'targets', 'hezbollah', 'cmdr', 'also', 'wanted', 'us']","['cedric', 'leighton', 'joins', 'lead']"
far-right lawmakers break israeli detention camp protesting probe soldiers alleged abuse prisoner,far-right lawmakers protesters breached perimeter controversial israeli detention facility palestinians monday israeli military confirmed investigating soldiers alleged abuse prisoner,30-07-2024,CNN,"['far-right', 'lawmakers', 'break', 'israeli', 'detention', 'camp', 'protesting', 'probe', 'soldiers', 'alleged', 'abuse', 'prisoner']","['far-right', 'lawmakers', 'protesters', 'breached', 'perimeter', 'controversial', 'israeli', 'detention', 'facility', 'palestinians', 'monday', 'israeli', 'military', 'confirmed', 'investigating', 'soldiers', 'alleged', 'abuse', 'prisoner']"
israel-hezbollah war one wants could finally blow,back may amos hochstein us president joe biden point-man keeping lid tensions israel lebanese militant group hezbollah spoke webinar,29-07-2024,CNN,"['israel-hezbollah', 'war', 'one', 'wants', 'could', 'finally', 'blow']","['back', 'may', 'amos', 'hochstein', 'us', 'president', 'joe', 'biden', 'point-man', 'keeping', 'lid', 'tensions', 'israel', 'lebanese', 'militant', 'group', 'hezbollah', 'spoke', 'webinar']"
women girls sudan subjected widespread sexual violence warring parties report finds,horrific accounts sexual violence committed women girls sudan east african country warring parties – particularly paramilitary rapid support forces ( rsf ) – detailed major report human rights watch ( hrw ),29-07-2024,CNN,"['women', 'girls', 'sudan', 'subjected', 'widespread', 'sexual', 'violence', 'warring', 'parties', 'report', 'finds']","['horrific', 'accounts', 'sexual', 'violence', 'committed', 'women', 'girls', 'sudan', 'east', 'african', 'country', 'warring', 'parties', '–', 'particularly', 'paramilitary', 'rapid', 'support', 'forces', '(', 'rsf', ')', '–', 'detailed', 'major', 'report', 'human', 'rights', 'watch', '(', 'hrw', ')']"
video shows israeli strikes target hezbollah deep lebanon amid rising tensions,cnn senior international correspondent ben wedeman reports growing tensions israel hezbollah israel launched strikes targeting hezbollah positions deep lebanon deadly rocket attack hezbollah led,29-07-2024,CNN,"['video', 'shows', 'israeli', 'strikes', 'target', 'hezbollah', 'deep', 'lebanon', 'amid', 'rising', 'tensions']","['cnn', 'senior', 'international', 'correspondent', 'ben', 'wedeman', 'reports', 'growing', 'tensions', 'israel', 'hezbollah', 'israel', 'launched', 'strikes', 'targeting', 'hezbollah', 'positions', 'deep', 'lebanon', 'deadly', 'rocket', 'attack', 'hezbollah', 'led']"
israel says hezbollah pay price blaming attack soccer field killed 12 children,israel vowed hezbollah “ pay price ” blaming lebanese militant group rocket attack israeli-occupied golan heights killed 12 people including children touching fears all-out war would envelop,29-07-2024,CNN,"['israel', 'says', 'hezbollah', 'pay', 'price', 'blaming', 'attack', 'soccer', 'field', 'killed', '12', 'children']","['israel', 'vowed', 'hezbollah', '“', 'pay', 'price', '”', 'blaming', 'lebanese', 'militant', 'group', 'rocket', 'attack', 'israeli-occupied', 'golan', 'heights', 'killed', '12', 'people', 'including', 'children', 'touching', 'fears', 'all-out', 'war', 'would', 'envelop']"
destruction massive khan younis residents return rubble israeli military withdraws,people fled israeli bombardment eastern khan younis past week returned tuesday find extensive destruction many homes multi-story buildings reduced rubble,30-07-2024,CNN,"['destruction', 'massive', 'khan', 'younis', 'residents', 'return', 'rubble', 'israeli', 'military', 'withdraws']","['people', 'fled', 'israeli', 'bombardment', 'eastern', 'khan', 'younis', 'past', 'week', 'returned', 'tuesday', 'find', 'extensive', 'destruction', 'many', 'homes', 'multi-story', 'buildings', 'reduced', 'rubble']"
' taunting hezbollah ' retired us lt general reacts golan heights attack,lt gen mark hertling says appropriate israel react proportional response rocket attack golan heights cautions idf making retaliation big,29-07-2024,CNN,"[""'"", 'taunting', 'hezbollah', ""'"", 'retired', 'us', 'lt', 'general', 'reacts', 'golan', 'heights', 'attack']","['lt', 'gen', 'mark', 'hertling', 'says', 'appropriate', 'israel', 'react', 'proportional', 'response', 'rocket', 'attack', 'golan', 'heights', 'cautions', 'idf', 'making', 'retaliation', 'big']"
'poor leadership ' cost israel lot deterrence says former prime minister,former israeli prime minister naftali bennett talks bianna golodryga recent strikes golan heights tells thinks israel already “ full-scale ” regional war,29-07-2024,CNN,"[""'poor"", 'leadership', ""'"", 'cost', 'israel', 'lot', 'deterrence', 'says', 'former', 'prime', 'minister']","['former', 'israeli', 'prime', 'minister', 'naftali', 'bennett', 'talks', 'bianna', 'golodryga', 'recent', 'strikes', 'golan', 'heights', 'tells', 'thinks', 'israel', 'already', '“', 'full-scale', '”', 'regional', 'war']"
kids wrong majdal shams town caught israel hezbollah mourns young,syrian druze community majdal shams golan heights united grief following deaths 12 children rocket strike saturday,28-07-2024,CNN,"['kids', 'wrong', 'majdal', 'shams', 'town', 'caught', 'israel', 'hezbollah', 'mourns', 'young']","['syrian', 'druze', 'community', 'majdal', 'shams', 'golan', 'heights', 'united', 'grief', 'following', 'deaths', '12', 'children', 'rocket', 'strike', 'saturday']"
fears israel-hezbollah war grow golan heights strike killed 12 children,israel vowed hezbollah “ pay price ” blaming lebanese militant group rocket attack israeli-occupied golan heights killed 12 children,29-07-2024,CNN,"['fears', 'israel-hezbollah', 'war', 'grow', 'golan', 'heights', 'strike', 'killed', '12', 'children']","['israel', 'vowed', 'hezbollah', '“', 'pay', 'price', '”', 'blaming', 'lebanese', 'militant', 'group', 'rocket', 'attack', 'israeli-occupied', 'golan', 'heights', 'killed', '12', 'children']"
ancient monastery war-ravaged gaza placed unesco danger list,ancient christian monastery gaza added list world heritage danger ongoing conflict region,29-07-2024,CNN,"['ancient', 'monastery', 'war-ravaged', 'gaza', 'placed', 'unesco', 'danger', 'list']","['ancient', 'christian', 'monastery', 'gaza', 'added', 'list', 'world', 'heritage', 'danger', 'ongoing', 'conflict', 'region']"
golan heights druze,tensions israel lebanese militant group hezbollah reached new heights wake deadly rocket attack israeli-occupied golan heights,29-07-2024,CNN,"['golan', 'heights', 'druze']","['tensions', 'israel', 'lebanese', 'militant', 'group', 'hezbollah', 'reached', 'new', 'heights', 'wake', 'deadly', 'rocket', 'attack', 'israeli-occupied', 'golan', 'heights']"
'it 's time hit back ' former israeli pm deadly rocket strike,former israeli prime minister naftali bennett talks cnn jessica dean following deadly rocket attack israeli-controlled golan heights israel blamed hezbollah attack lebanese militant group rejected accusation,27-07-2024,CNN,"[""'it"", ""'s"", 'time', 'hit', 'back', ""'"", 'former', 'israeli', 'pm', 'deadly', 'rocket', 'strike']","['former', 'israeli', 'prime', 'minister', 'naftali', 'bennett', 'talks', 'cnn', 'jessica', 'dean', 'following', 'deadly', 'rocket', 'attack', 'israeli-controlled', 'golan', 'heights', 'israel', 'blamed', 'hezbollah', 'attack', 'lebanese', 'militant', 'group', 'rejected', 'accusation']"
children teens among 12 dead golan heights attack israel blames hezbollah raising fears major escalation,least 12 people including children killed multiple rockets hit village israeli-controlled golan heights saturday israeli officials said attack raised fears major escalation long-running conflict,28-07-2024,CNN,"['children', 'teens', 'among', '12', 'dead', 'golan', 'heights', 'attack', 'israel', 'blames', 'hezbollah', 'raising', 'fears', 'major', 'escalation']","['least', '12', 'people', 'including', 'children', 'killed', 'multiple', 'rockets', 'hit', 'village', 'israeli-controlled', 'golan', 'heights', 'saturday', 'israeli', 'officials', 'said', 'attack', 'raised', 'fears', 'major', 'escalation', 'long-running', 'conflict']"
iran mulls scrapping plans take revenge israel exchange gaza ceasefire,could tehran prepared pull back exchange progress gaza peace talks,08-08-2024,CNN,"['iran', 'mulls', 'scrapping', 'plans', 'take', 'revenge', 'israel', 'exchange', 'gaza', 'ceasefire']","['could', 'tehran', 'prepared', 'pull', 'back', 'exchange', 'progress', 'gaza', 'peace', 'talks']"
israel gold-medal winning windsurfer draws motivation threats team,olympic athletes rarely lacking motivation israel newest gold medalist – windsurfer tom reuveny – shortage material draw paris olympics,08-08-2024,CNN,"['israel', 'gold-medal', 'winning', 'windsurfer', 'draws', 'motivation', 'threats', 'team']","['olympic', 'athletes', 'rarely', 'lacking', 'motivation', 'israel', 'newest', 'gold', 'medalist', '–', 'windsurfer', 'tom', 'reuveny', '–', 'shortage', 'material', 'draw', 'paris', 'olympics']"
harris navigates gaza conflict campaign trail,vice president kamala harris tackled angst within party conflict gaza head-on campaign rally detroit wednesday night moving quickly shut protests interrupting event,08-08-2024,CNN,"['harris', 'navigates', 'gaza', 'conflict', 'campaign', 'trail']","['vice', 'president', 'kamala', 'harris', 'tackled', 'angst', 'within', 'party', 'conflict', 'gaza', 'head-on', 'campaign', 'rally', 'detroit', 'wednesday', 'night', 'moving', 'quickly', 'shut', 'protests', 'interrupting', 'event']"
mediators urge israel hamas accept final proposal ceasefire deal threat iran attack looms,mediators ceasefire-hostage talks israel hamas making renewed push bring warring parties negotiating table fears imminent iranian attack israel threaten escalate conflict wider,09-08-2024,CNN,"['mediators', 'urge', 'israel', 'hamas', 'accept', 'final', 'proposal', 'ceasefire', 'deal', 'threat', 'iran', 'attack', 'looms']","['mediators', 'ceasefire-hostage', 'talks', 'israel', 'hamas', 'making', 'renewed', 'push', 'bring', 'warring', 'parties', 'negotiating', 'table', 'fears', 'imminent', 'iranian', 'attack', 'israel', 'threaten', 'escalate', 'conflict', 'wider']"
cnn analysis shows major artery aid gaza destroyed,intended limited operation rafah turned decimation area closure main evacuation route aid workers injured palestinians,02-08-2024,CNN,"['cnn', 'analysis', 'shows', 'major', 'artery', 'aid', 'gaza', 'destroyed']","['intended', 'limited', 'operation', 'rafah', 'turned', 'decimation', 'area', 'closure', 'main', 'evacuation', 'route', 'aid', 'workers', 'injured', 'palestinians']"
jewish democrats wonder america ready jewish vice president,josh shapiro advisers debated early seconds first ad 2022 pennsylvania governor campaign going start saying makes sure home every friday night dinner family script,02-08-2024,CNN,"['jewish', 'democrats', 'wonder', 'america', 'ready', 'jewish', 'vice', 'president']","['josh', 'shapiro', 'advisers', 'debated', 'early', 'seconds', 'first', 'ad', '2022', 'pennsylvania', 'governor', 'campaign', 'going', 'start', 'saying', 'makes', 'sure', 'home', 'every', 'friday', 'night', 'dinner', 'family', 'script']"
