Headline,Description,Date,Source,Headline_Tokens,Description_Tokens
humanitarian aid resumes sudan war-torn darfur 6-month border closure,food deliveries resumed sudan famine-threatened darfur region following reopening key border crossing sudanese authorities six-month closure civil war rages country,22-08-2024,CNN,"['humanitarian', 'aid', 'resumes', 'sudan', 'war-torn', 'darfur', '6-month', 'border', 'closure']","['food', 'deliveries', 'resumed', 'sudan', 'famine-threatened', 'darfur', 'region', 'following', 'reopening', 'key', 'border', 'crossing', 'sudanese', 'authorities', 'six-month', 'closure', 'civil', 'war', 'rages', 'country']"
iran says take hasty action israel killing hamas political leader,iran pledged retaliation israel killing hamas political leader ismail haniyeh take time spokesperson country islamic revolutionary guard corps ( irgc ) said tuesday,21-08-2024,CNN,"['iran', 'says', 'take', 'hasty', 'action', 'israel', 'killing', 'hamas', 'political', 'leader']","['iran', 'pledged', 'retaliation', 'israel', 'killing', 'hamas', 'political', 'leader', 'ismail', 'haniyeh', 'take', 'time', 'spokesperson', 'country', 'islamic', 'revolutionary', 'guard', 'corps', '(', 'irgc', ')', 'said', 'tuesday']"
cia mi6 heads discuss gaza ceasefire efforts russian threat unprecedented joint public appearance london,unprecedented event bill burns richard moore preceded joint editorial financial times warning current threat world order,08-09-2024,CNN,"['cia', 'mi6', 'heads', 'discuss', 'gaza', 'ceasefire', 'efforts', 'russian', 'threat', 'unprecedented', 'joint', 'public', 'appearance', 'london']","['unprecedented', 'event', 'bill', 'burns', 'richard', 'moore', 'preceded', 'joint', 'editorial', 'financial', 'times', 'warning', 'current', 'threat', 'world', 'order']"
america push israel-hamas deal failure repeat us walk away,months united states chased mirage — deal free hostages gaza end agony palestinian civilians pause fighting israel hamas,05-09-2024,CNN,"['america', 'push', 'israel-hamas', 'deal', 'failure', 'repeat', 'us', 'walk', 'away']","['months', 'united', 'states', 'chased', 'mirage', '—', 'deal', 'free', 'hostages', 'gaza', 'end', 'agony', 'palestinian', 'civilians', 'pause', 'fighting', 'israel', 'hamas']"
ucla allow protesters block jewish students campus judge rules,federal judge ruled tuesday university california los angeles allow pro-palestinian protesters block jewish students accessing classes parts campus,14-08-2024,CNN,"['ucla', 'allow', 'protesters', 'block', 'jewish', 'students', 'campus', 'judge', 'rules']","['federal', 'judge', 'ruled', 'tuesday', 'university', 'california', 'los', 'angeles', 'allow', 'pro-palestinian', 'protesters', 'block', 'jewish', 'students', 'accessing', 'classes', 'parts', 'campus']"
israel-hezbollah attacks escalate,israel killed senior hezbollah commander leaders strike southern beirut comes deadly pager walkie-talkie attacks week,22-09-2024,CNN,"['israel-hezbollah', 'attacks', 'escalate']","['israel', 'killed', 'senior', 'hezbollah', 'commander', 'leaders', 'strike', 'southern', 'beirut', 'comes', 'deadly', 'pager', 'walkie-talkie', 'attacks', 'week']"
escalating crisis lebanon endangers biden efforts preventing wider war,rapidly escalating conflict israel hezbollah lebanon threatening president biden efforts reduce tension middle east leaving president ever-diminishing options secure ceasefire-and-hostage deal,23-09-2024,CNN,"['escalating', 'crisis', 'lebanon', 'endangers', 'biden', 'efforts', 'preventing', 'wider', 'war']","['rapidly', 'escalating', 'conflict', 'israel', 'hezbollah', 'lebanon', 'threatening', 'president', 'biden', 'efforts', 'reduce', 'tension', 'middle', 'east', 'leaving', 'president', 'ever-diminishing', 'options', 'secure', 'ceasefire-and-hostage', 'deal']"
israel playing high-risk game new hezbollah strategy,israel ramping attacks hezbollah apparent drive cow group diplomatic solution risky approach could backfire long-term,23-09-2024,CNN,"['israel', 'playing', 'high-risk', 'game', 'new', 'hezbollah', 'strategy']","['israel', 'ramping', 'attacks', 'hezbollah', 'apparent', 'drive', 'cow', 'group', 'diplomatic', 'solution', 'risky', 'approach', 'could', 'backfire', 'long-term']"
hezbollah fires rockets deep northern israel tensions flare know,hezbollah fired projectiles targeting areas farther israeli territory majority previous strikes sunday last 48 hours bringing intense exchanges fire israel lebanese militant group since october 7,22-09-2024,CNN,"['hezbollah', 'fires', 'rockets', 'deep', 'northern', 'israel', 'tensions', 'flare', 'know']","['hezbollah', 'fired', 'projectiles', 'targeting', 'areas', 'farther', 'israeli', 'territory', 'majority', 'previous', 'strikes', 'sunday', 'last', '48', 'hours', 'bringing', 'intense', 'exchanges', 'fire', 'israel', 'lebanese', 'militant', 'group', 'since', 'october', '7']"
former cia officer reacts pager explosions escalating tensions middle east,former cia officer robert baer discusses tensions israel hezbollah escalated since hundreds pagers exploded almost simultaneously across lebanon killing multiple people injuring thousands,22-09-2024,CNN,"['former', 'cia', 'officer', 'reacts', 'pager', 'explosions', 'escalating', 'tensions', 'middle', 'east']","['former', 'cia', 'officer', 'robert', 'baer', 'discusses', 'tensions', 'israel', 'hezbollah', 'escalated', 'since', 'hundreds', 'pagers', 'exploded', 'almost', 'simultaneously', 'across', 'lebanon', 'killing', 'multiple', 'people', 'injuring', 'thousands']"
weakened infiltrated hezbollah vows battle without limits israel,israeli airstrike reduces nine-story apartment building beirut southern suburb large mound rubble man covered dust flails lifelessly arms plainclothes rescuer corpse body bag whizzed past parked ambulances,22-09-2024,CNN,"['weakened', 'infiltrated', 'hezbollah', 'vows', 'battle', 'without', 'limits', 'israel']","['israeli', 'airstrike', 'reduces', 'nine-story', 'apartment', 'building', 'beirut', 'southern', 'suburb', 'large', 'mound', 'rubble', 'man', 'covered', 'dust', 'flails', 'lifelessly', 'arms', 'plainclothes', 'rescuer', 'corpse', 'body', 'bag', 'whizzed', 'past', 'parked', 'ambulances']"
netanyahu considering plan force palestinian civilians northern gaza besiege hamas,israeli prime minister benjamin netanyahu considering plan force palestinian civilians northern gaza including gaza city order lay siege hamas force release hostages,22-09-2024,CNN,"['netanyahu', 'considering', 'plan', 'force', 'palestinian', 'civilians', 'northern', 'gaza', 'besiege', 'hamas']","['israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'considering', 'plan', 'force', 'palestinian', 'civilians', 'northern', 'gaza', 'including', 'gaza', 'city', 'order', 'lay', 'siege', 'hamas', 'force', 'release', 'hostages']"
'lebanon caught middle ' ben wedeman shares insights ongoing conflict,lebanese health officials reported 100 deaths 400 injuries due intensified israeli airstrikes escalating conflict hezbollah approximately 300 strikes prompted mass evacuations school closures causing civilians,23-09-2024,CNN,"[""'lebanon"", 'caught', 'middle', ""'"", 'ben', 'wedeman', 'shares', 'insights', 'ongoing', 'conflict']","['lebanese', 'health', 'officials', 'reported', '100', 'deaths', '400', 'injuries', 'due', 'intensified', 'israeli', 'airstrikes', 'escalating', 'conflict', 'hezbollah', 'approximately', '300', 'strikes', 'prompted', 'mass', 'evacuations', 'school', 'closures', 'causing', 'civilians']"
hear civilians reacting strike beirut,least 38 people killed including high-level commanders hezbollah israeli strike southern beirut cnn ben wedeman reports blow hezbollah civilians responding attacks,21-09-2024,CNN,"['hear', 'civilians', 'reacting', 'strike', 'beirut']","['least', '38', 'people', 'killed', 'including', 'high-level', 'commanders', 'hezbollah', 'israeli', 'strike', 'southern', 'beirut', 'cnn', 'ben', 'wedeman', 'reports', 'blow', 'hezbollah', 'civilians', 'responding', 'attacks']"
hezbollah fires 100 projectiles israel idf strikes hear details,israel military said 100 projectiles fired overnight lebanon israel comes israel carried intense strikes lebanon hezbollah since october 7 attacks cnn ben wedeman reports,22-09-2024,CNN,"['hezbollah', 'fires', '100', 'projectiles', 'israel', 'idf', 'strikes', 'hear', 'details']","['israel', 'military', 'said', '100', 'projectiles', 'fired', 'overnight', 'lebanon', 'israel', 'comes', 'israel', 'carried', 'intense', 'strikes', 'lebanon', 'hezbollah', 'since', 'october', '7', 'attacks', 'cnn', 'ben', 'wedeman', 'reports']"
hostage 's parents dnc surplus agony sides middle east,mother father american-israeli hostage hersh goldberg-polin spoke third night democratic national convention saying bringing hostages home gaza political issue humanitarian one,22-08-2024,CNN,"['hostage', ""'s"", 'parents', 'dnc', 'surplus', 'agony', 'sides', 'middle', 'east']","['mother', 'father', 'american-israeli', 'hostage', 'hersh', 'goldberg-polin', 'spoke', 'third', 'night', 'democratic', 'national', 'convention', 'saying', 'bringing', 'hostages', 'home', 'gaza', 'political', 'issue', 'humanitarian', 'one']"
gps middle east peace deal may happen,bianna golodryga speaks haaretz journalist amos harel suzanne maloney brookings institution ongoing ceasefire talks cairo — many players involved interested deal,25-08-2024,CNN,"['gps', 'middle', 'east', 'peace', 'deal', 'may', 'happen']","['bianna', 'golodryga', 'speaks', 'haaretz', 'journalist', 'amos', 'harel', 'suzanne', 'maloney', 'brookings', 'institution', 'ongoing', 'ceasefire', 'talks', 'cairo', '—', 'many', 'players', 'involved', 'interested', 'deal']"
netanyahu speaks following israel 's wave 'preemptive ' strikes hezbollah,israel military said launched “ preemptive strikes ” hezbollah lebanon saying militants preparing launch barrage missiles rockets israel “ whoever hurts us — hurt ” said israeli leader benjamin netanyahu,25-08-2024,CNN,"['netanyahu', 'speaks', 'following', 'israel', ""'s"", 'wave', ""'preemptive"", ""'"", 'strikes', 'hezbollah']","['israel', 'military', 'said', 'launched', '“', 'preemptive', 'strikes', '”', 'hezbollah', 'lebanon', 'saying', 'militants', 'preparing', 'launch', 'barrage', 'missiles', 'rockets', 'israel', '“', 'whoever', 'hurts', 'us', '—', 'hurt', '”', 'said', 'israeli', 'leader', 'benjamin', 'netanyahu']"
even gaza ceasefire agreed israel made clear reserves right resume war hamas,months feverish negotiations different cities multiple levels gotten israel hamas closer striking ceasefire deal even agreement reached – still far certain – could end lasting weeks,23-08-2024,CNN,"['even', 'gaza', 'ceasefire', 'agreed', 'israel', 'made', 'clear', 'reserves', 'right', 'resume', 'war', 'hamas']","['months', 'feverish', 'negotiations', 'different', 'cities', 'multiple', 'levels', 'gotten', 'israel', 'hamas', 'closer', 'striking', 'ceasefire', 'deal', 'even', 'agreement', 'reached', '–', 'still', 'far', 'certain', '–', 'could', 'end', 'lasting', 'weeks']"
us allies push israel-hamas ceasefire reached next week presenting fresh proposal warring sides,mediators said presented israel hamas “ bridging proposal ” high-stakes talks ceasefire-for-hostages deal wrapped qatar friday,16-08-2024,CNN,"['us', 'allies', 'push', 'israel-hamas', 'ceasefire', 'reached', 'next', 'week', 'presenting', 'fresh', 'proposal', 'warring', 'sides']","['mediators', 'said', 'presented', 'israel', 'hamas', '“', 'bridging', 'proposal', '”', 'high-stakes', 'talks', 'ceasefire-for-hostages', 'deal', 'wrapped', 'qatar', 'friday']"
participating israel-gaza campus protests affect job prospects,whether participation us campus protests affected job prospects job offer rescinded life impacted ways want hear,15-08-2024,CNN,"['participating', 'israel-gaza', 'campus', 'protests', 'affect', 'job', 'prospects']","['whether', 'participation', 'us', 'campus', 'protests', 'affected', 'job', 'prospects', 'job', 'offer', 'rescinded', 'life', 'impacted', 'ways', 'want', 'hear']"
head israeli rights organization details torture abuse palestinians inside israeli prisons,christiane speaks yuli novak head b tselem report alleging serious abuses inside israeli detention centers prisons – allegations idf prison service deny,14-08-2024,CNN,"['head', 'israeli', 'rights', 'organization', 'details', 'torture', 'abuse', 'palestinians', 'inside', 'israeli', 'prisons']","['christiane', 'speaks', 'yuli', 'novak', 'head', 'b', 'tselem', 'report', 'alleging', 'serious', 'abuses', 'inside', 'israeli', 'detention', 'centers', 'prisons', '–', 'allegations', 'idf', 'prison', 'service', 'deny']"
israeli photojournalist speaks images captured october 7 hamas attack,israeli photojournalist ziv koren speaks cnn wolf blitzer images captured october 7 hamas attacks,14-08-2024,CNN,"['israeli', 'photojournalist', 'speaks', 'images', 'captured', 'october', '7', 'hamas', 'attack']","['israeli', 'photojournalist', 'ziv', 'koren', 'speaks', 'cnn', 'wolf', 'blitzer', 'images', 'captured', 'october', '7', 'hamas', 'attacks']"
hear woman husband still held hamas,israeli gali idan speaks cnn wolf blitzer nearly year daughter killed hamas husband taken hostage remains gaza,15-08-2024,CNN,"['hear', 'woman', 'husband', 'still', 'held', 'hamas']","['israeli', 'gali', 'idan', 'speaks', 'cnn', 'wolf', 'blitzer', 'nearly', 'year', 'daughter', 'killed', 'hamas', 'husband', 'taken', 'hostage', 'remains', 'gaza']"
high-stakes gaza ceasefire talks ended know,mediators talks ceasefire agreement hamas israel made last-ditch effort week revive stalled negotiations high-stakes discussions wrapping friday backdrop tension desperation region,16-08-2024,CNN,"['high-stakes', 'gaza', 'ceasefire', 'talks', 'ended', 'know']","['mediators', 'talks', 'ceasefire', 'agreement', 'hamas', 'israel', 'made', 'last-ditch', 'effort', 'week', 'revive', 'stalled', 'negotiations', 'high-stakes', 'discussions', 'wrapping', 'friday', 'backdrop', 'tension', 'desperation', 'region']"
deadly israeli settler attack leaves palestinian west bank town devastated,israeli settlers fired bullets teargas residents palestinian town jit west bank setting fires homes cars attack killing one palestinian statement office israeli prime minister benjamin netanyahu,16-08-2024,CNN,"['deadly', 'israeli', 'settler', 'attack', 'leaves', 'palestinian', 'west', 'bank', 'town', 'devastated']","['israeli', 'settlers', 'fired', 'bullets', 'teargas', 'residents', 'palestinian', 'town', 'jit', 'west', 'bank', 'setting', 'fires', 'homes', 'cars', 'attack', 'killing', 'one', 'palestinian', 'statement', 'office', 'israeli', 'prime', 'minister', 'benjamin', 'netanyahu']"
jordanian citizen charged attacking florida solar power facility making threats anti-israel beliefs,jordanian citizen residing orlando florida charged allegedly destroying solar panels energy facility making threats businesses state believed supported israel,15-08-2024,CNN,"['jordanian', 'citizen', 'charged', 'attacking', 'florida', 'solar', 'power', 'facility', 'making', 'threats', 'anti-israel', 'beliefs']","['jordanian', 'citizen', 'residing', 'orlando', 'florida', 'charged', 'allegedly', 'destroying', 'solar', 'panels', 'energy', 'facility', 'making', 'threats', 'businesses', 'state', 'believed', 'supported', 'israel']"
iran mixed signals leave allies dark set region edge,mood lebanon restive capital darkened two weeks since israel july 30 attack southern beirut killed iran-backed hezbollah top commander fu ad shukr four civilians,14-08-2024,CNN,"['iran', 'mixed', 'signals', 'leave', 'allies', 'dark', 'set', 'region', 'edge']","['mood', 'lebanon', 'restive', 'capital', 'darkened', 'two', 'weeks', 'since', 'israel', 'july', '30', 'attack', 'southern', 'beirut', 'killed', 'iran-backed', 'hezbollah', 'top', 'commander', 'fu', 'ad', 'shukr', 'four', 'civilians']"
help civilians impacted israel-gaza conflict,deadly fighting israel hamas continues dire humanitarian crisis area,16-08-2024,CNN,"['help', 'civilians', 'impacted', 'israel-gaza', 'conflict']","['deadly', 'fighting', 'israel', 'hamas', 'continues', 'dire', 'humanitarian', 'crisis', 'area']"
40000 palestinians killed 10 months war gaza health ministry says,40000 palestinians killed gaza since israel launched war hamas following group october 7 attack health ministry enclave said thursday yet another dark milestone 10-month-old conflict,16-08-2024,CNN,"['40000', 'palestinians', 'killed', '10', 'months', 'war', 'gaza', 'health', 'ministry', 'says']","['40000', 'palestinians', 'killed', 'gaza', 'since', 'israel', 'launched', 'war', 'hamas', 'following', 'group', 'october', '7', 'attack', 'health', 'ministry', 'enclave', 'said', 'thursday', 'yet', 'another', 'dark', 'milestone', '10-month-old', 'conflict']"
moral step bring home hostages retired idf major general says,guy zur retired idf major general talks christiane amanpour pressure israeli prime minister benjamin netanyahu bring home hostages,13-08-2024,CNN,"['moral', 'step', 'bring', 'home', 'hostages', 'retired', 'idf', 'major', 'general', 'says']","['guy', 'zur', 'retired', 'idf', 'major', 'general', 'talks', 'christiane', 'amanpour', 'pressure', 'israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'bring', 'home', 'hostages']"
pro-palestinian protesters block one la 's busiest freeways,tuesday pro-palestinian protesters blocked traffic one los angeles busiest freeways nine protesters arrested california highway patrol,13-08-2024,CNN,"['pro-palestinian', 'protesters', 'block', 'one', 'la', ""'s"", 'busiest', 'freeways']","['tuesday', 'pro-palestinian', 'protesters', 'blocked', 'traffic', 'one', 'los', 'angeles', 'busiest', 'freeways', 'nine', 'protesters', 'arrested', 'california', 'highway', 'patrol']"
israeli settlers brazenly attack west bank town,israeli settlers fired bullets residents palestinian town jit west bank setting fires homes cars cnn nic robertson spoke residents survived deadly rampage,17-08-2024,CNN,"['israeli', 'settlers', 'brazenly', 'attack', 'west', 'bank', 'town']","['israeli', 'settlers', 'fired', 'bullets', 'residents', 'palestinian', 'town', 'jit', 'west', 'bank', 'setting', 'fires', 'homes', 'cars', 'cnn', 'nic', 'robertson', 'spoke', 'residents', 'survived', 'deadly', 'rampage']"
israel credit rating cut conflicts drag,israel credit rating downgraded fitch ratings monday agency cited concerns around ongoing war hamas geopolitical risks,13-08-2024,CNN,"['israel', 'credit', 'rating', 'cut', 'conflicts', 'drag']","['israel', 'credit', 'rating', 'downgraded', 'fitch', 'ratings', 'monday', 'agency', 'cited', 'concerns', 'around', 'ongoing', 'war', 'hamas', 'geopolitical', 'risks']"
us state department approves $ 20 billion potential weapons sales israel,state department approved tuesday roughly $ 20 billion weapons sales israel including anticipated sale 50 f-15 fighter jets valued $ 18 billion,13-08-2024,CNN,"['us', 'state', 'department', 'approves', '$', '20', 'billion', 'potential', 'weapons', 'sales', 'israel']","['state', 'department', 'approved', 'tuesday', 'roughly', '$', '20', 'billion', 'weapons', 'sales', 'israel', 'including', 'anticipated', 'sale', '50', 'f-15', 'fighter', 'jets', 'valued', '$', '18', 'billion']"
cnn report shows aftermath israeli strike southern lebanon,israeli strike killed least ten people nabatiyeh southern lebanon lebanese ministry health said prompting hezbollah launch barrage retaliatory rockets israel cnn ben wedeman walks rubble,17-08-2024,CNN,"['cnn', 'report', 'shows', 'aftermath', 'israeli', 'strike', 'southern', 'lebanon']","['israeli', 'strike', 'killed', 'least', 'ten', 'people', 'nabatiyeh', 'southern', 'lebanon', 'lebanese', 'ministry', 'health', 'said', 'prompting', 'hezbollah', 'launch', 'barrage', 'retaliatory', 'rockets', 'israel', 'cnn', 'ben', 'wedeman', 'walks', 'rubble']"
blinken says israel agreed us proposal close remaining gaps ceasefire deal calls hamas,us secretary state antony blinken said monday israel accepted proposal bridge gaps ceasefire negotiations next step hamas accept ahead negotiations expected take place later week,19-08-2024,CNN,"['blinken', 'says', 'israel', 'agreed', 'us', 'proposal', 'close', 'remaining', 'gaps', 'ceasefire', 'deal', 'calls', 'hamas']","['us', 'secretary', 'state', 'antony', 'blinken', 'said', 'monday', 'israel', 'accepted', 'proposal', 'bridge', 'gaps', 'ceasefire', 'negotiations', 'next', 'step', 'hamas', 'accept', 'ahead', 'negotiations', 'expected', 'take', 'place', 'later', 'week']"
like slaves israeli military gives gaza residents hours evacuate,august 16 israeli military gave gaza residents living parts humanitarian zone khan younis order evacuate hours un office coordination humanitarian affairs ( ocha ) says order affected,17-08-2024,CNN,"['like', 'slaves', 'israeli', 'military', 'gives', 'gaza', 'residents', 'hours', 'evacuate']","['august', '16', 'israeli', 'military', 'gave', 'gaza', 'residents', 'living', 'parts', 'humanitarian', 'zone', 'khan', 'younis', 'order', 'evacuate', 'hours', 'un', 'office', 'coordination', 'humanitarian', 'affairs', '(', 'ocha', ')', 'says', 'order', 'affected']"
children drinking puddles wading sewage pools israel pummels water systems gaza,many water facilities damaged destroyed israel war gaza according un others compounding civilian population suffering risking spread disease leading human rights experts accuse israel,23-08-2024,CNN,"['children', 'drinking', 'puddles', 'wading', 'sewage', 'pools', 'israel', 'pummels', 'water', 'systems', 'gaza']","['many', 'water', 'facilities', 'damaged', 'destroyed', 'israel', 'war', 'gaza', 'according', 'un', 'others', 'compounding', 'civilian', 'population', 'suffering', 'risking', 'spread', 'disease', 'leading', 'human', 'rights', 'experts', 'accuse', 'israel']"
inside surprise rescue israeli hostage,cnn analyst axios reporter barak ravid speaks bianna golodryga idf rescue kaid farhan al-qadi tunnel southern gaza,27-08-2024,CNN,"['inside', 'surprise', 'rescue', 'israeli', 'hostage']","['cnn', 'analyst', 'axios', 'reporter', 'barak', 'ravid', 'speaks', 'bianna', 'golodryga', 'idf', 'rescue', 'kaid', 'farhan', 'al-qadi', 'tunnel', 'southern', 'gaza']"
israel able launch 'preemptive ' strikes hezbollah,cnn nic robertson reports tel aviv timeline escalation hezbollah israel,25-08-2024,CNN,"['israel', 'able', 'launch', ""'preemptive"", ""'"", 'strikes', 'hezbollah']","['cnn', 'nic', 'robertson', 'reports', 'tel', 'aviv', 'timeline', 'escalation', 'hezbollah', 'israel']"
kim dozier explains notable hezbollah strikes,cnn global affair analyst kim dozier explains notable hezbollah decision launch strikes toward israel say retaliation killing top military commander,25-08-2024,CNN,"['kim', 'dozier', 'explains', 'notable', 'hezbollah', 'strikes']","['cnn', 'global', 'affair', 'analyst', 'kim', 'dozier', 'explains', 'notable', 'hezbollah', 'decision', 'launch', 'strikes', 'toward', 'israel', 'say', 'retaliation', 'killing', 'top', 'military', 'commander']"
gps closer look israel-hezbollah escalation,bianna golodryga hears suzanne maloney brookings institution haaretz journalist amos harel implications fiercest cross-border strikes israel hezbollah months,25-08-2024,CNN,"['gps', 'closer', 'look', 'israel-hezbollah', 'escalation']","['bianna', 'golodryga', 'hears', 'suzanne', 'maloney', 'brookings', 'institution', 'haaretz', 'journalist', 'amos', 'harel', 'implications', 'fiercest', 'cross-border', 'strikes', 'israel', 'hezbollah', 'months']"
booker harris anguished war gaza,democratic sen cory booker tells cnn jake tapper harris biden “ extraordinary job trying end nightmare ”,25-08-2024,CNN,"['booker', 'harris', 'anguished', 'war', 'gaza']","['democratic', 'sen', 'cory', 'booker', 'tells', 'cnn', 'jake', 'tapper', 'harris', 'biden', '“', 'extraordinary', 'job', 'trying', 'end', 'nightmare', '”']"
told strip former palestinian detainee says sexually abused israeli prison,ibrahim salem 34 said felt deep sense dread soldier ordered undress captivity israel notorious sde teiman prison “ knew beginning journey hell ” said,25-08-2024,CNN,"['told', 'strip', 'former', 'palestinian', 'detainee', 'says', 'sexually', 'abused', 'israeli', 'prison']","['ibrahim', 'salem', '34', 'said', 'felt', 'deep', 'sense', 'dread', 'soldier', 'ordered', 'undress', 'captivity', 'israel', 'notorious', 'sde', 'teiman', 'prison', '“', 'knew', 'beginning', 'journey', 'hell', '”', 'said']"
israel says prepared retaliatory attack iran hezbollah,news comes amid claims israeli media situational assessments hezbollah could attack soon,24-08-2024,CNN,"['israel', 'says', 'prepared', 'retaliatory', 'attack', 'iran', 'hezbollah']","['news', 'comes', 'amid', 'claims', 'israeli', 'media', 'situational', 'assessments', 'hezbollah', 'could', 'attack', 'soon']"
hezbollah leader wait see strikes,hezbollah secretary general hassan nasrallah said group latest attack israel completed strikes could carried future cnn ben wedeman reports,25-08-2024,CNN,"['hezbollah', 'leader', 'wait', 'see', 'strikes']","['hezbollah', 'secretary', 'general', 'hassan', 'nasrallah', 'said', 'group', 'latest', 'attack', 'israel', 'completed', 'strikes', 'could', 'carried', 'future', 'cnn', 'ben', 'wedeman', 'reports']"
'they 've lost hope ' msf doctor describes life gaza,christiane amanpour speaks msf medical team leader dr javid abdelmoneim two months spent working gaza hospitals,12-08-2024,CNN,"[""'they"", ""'ve"", 'lost', 'hope', ""'"", 'msf', 'doctor', 'describes', 'life', 'gaza']","['christiane', 'amanpour', 'speaks', 'msf', 'medical', 'team', 'leader', 'dr', 'javid', 'abdelmoneim', 'two', 'months', 'spent', 'working', 'gaza', 'hospitals']"
isis claims responsibility rare attack mosque oman,incident shocked country avoided sectarian violence gripped middle eastern states isis declared state iraq syria decade ago sought expand throughout arabian peninsula,17-07-2024,CNN,"['isis', 'claims', 'responsibility', 'rare', 'attack', 'mosque', 'oman']","['incident', 'shocked', 'country', 'avoided', 'sectarian', 'violence', 'gripped', 'middle', 'eastern', 'states', 'isis', 'declared', 'state', 'iraq', 'syria', 'decade', 'ago', 'sought', 'expand', 'throughout', 'arabian', 'peninsula']"
idf says video shows strike killed hamas military leader,idf says killed mohammed deif hamas military chief gaza july airstrike idf released video strike khan yunis gaza least 90 palestinians reportedly killed strike hit displacement camp cnn,01-08-2024,CNN,"['idf', 'says', 'video', 'shows', 'strike', 'killed', 'hamas', 'military', 'leader']","['idf', 'says', 'killed', 'mohammed', 'deif', 'hamas', 'military', 'chief', 'gaza', 'july', 'airstrike', 'idf', 'released', 'video', 'strike', 'khan', 'yunis', 'gaza', 'least', '90', 'palestinians', 'reportedly', 'killed', 'strike', 'hit', 'displacement', 'camp', 'cnn']"
hamas-led groups committed numerous war crimes october 7 rights group says,hamas-led armed groups committed “ numerous war crimes crimes humanity ” civilians october 7 attack southern israel according human rights watch ( hrw ) report released wednesday,18-07-2024,CNN,"['hamas-led', 'groups', 'committed', 'numerous', 'war', 'crimes', 'october', '7', 'rights', 'group', 'says']","['hamas-led', 'armed', 'groups', 'committed', '“', 'numerous', 'war', 'crimes', 'crimes', 'humanity', '”', 'civilians', 'october', '7', 'attack', 'southern', 'israel', 'according', 'human', 'rights', 'watch', '(', 'hrw', ')', 'report', 'released', 'wednesday']"
un probe finds 9 unrwa employees may involved october 7 attack,united nations humanitarian agency employs 14000 people gaza provides aid services palestinian refugees descendants,06-08-2024,CNN,"['un', 'probe', 'finds', '9', 'unrwa', 'employees', 'may', 'involved', 'october', '7', 'attack']","['united', 'nations', 'humanitarian', 'agency', 'employs', '14000', 'people', 'gaza', 'provides', 'aid', 'services', 'palestinian', 'refugees', 'descendants']"
hear israeli reservists would rather risk prison go back fight gaza,like thousands israeli reservists michael ofer ziv yuval green called war following hamas-led attacks israel october 7th serving gaza witnessing military destructive approach tell cnn jeremy diamond,06-08-2024,CNN,"['hear', 'israeli', 'reservists', 'would', 'rather', 'risk', 'prison', 'go', 'back', 'fight', 'gaza']","['like', 'thousands', 'israeli', 'reservists', 'michael', 'ofer', 'ziv', 'yuval', 'green', 'called', 'war', 'following', 'hamas-led', 'attacks', 'israel', 'october', '7th', 'serving', 'gaza', 'witnessing', 'military', 'destructive', 'approach', 'tell', 'cnn', 'jeremy', 'diamond']"
preparing defend israel us presses iran israel de-escalate,american military rallying allies yet help defend israel expected iranian attack top american officials simultaneously pressing partners push iran carry strike – coordinated strikes proxy groups –,06-08-2024,CNN,"['preparing', 'defend', 'israel', 'us', 'presses', 'iran', 'israel', 'de-escalate']","['american', 'military', 'rallying', 'allies', 'yet', 'help', 'defend', 'israel', 'expected', 'iranian', 'attack', 'top', 'american', 'officials', 'simultaneously', 'pressing', 'partners', 'push', 'iran', 'carry', 'strike', '–', 'coordinated', 'strikes', 'proxy', 'groups', '–']"
shocking video shows 89 bodies returned gaza israel,palestinian authorities khan younis gaza carried mass burial 89 bodies returned territory israeli military residents desperate information missing loved ones gathered khan younis turkish cemetery,06-08-2024,CNN,"['shocking', 'video', 'shows', '89', 'bodies', 'returned', 'gaza', 'israel']","['palestinian', 'authorities', 'khan', 'younis', 'gaza', 'carried', 'mass', 'burial', '89', 'bodies', 'returned', 'territory', 'israeli', 'military', 'residents', 'desperate', 'information', 'missing', 'loved', 'ones', 'gathered', 'khan', 'younis', 'turkish', 'cemetery']"
hezbollah leader says group respond keeping israelis waiting part punishment,hassan nasrallah said group avenge assassination group top commander keeping israelis waiting “ part punishment ”,06-08-2024,CNN,"['hezbollah', 'leader', 'says', 'group', 'respond', 'keeping', 'israelis', 'waiting', 'part', 'punishment']","['hassan', 'nasrallah', 'said', 'group', 'avenge', 'assassination', 'group', 'top', 'commander', 'keeping', 'israelis', 'waiting', '“', 'part', 'punishment', '”']"
hungry displaced gazans see misery continuing hamas new leadership,hamas choice hardline political leader little comfort gazans displaced hungry seeking way misery nearly 10 months war,07-08-2024,CNN,"['hungry', 'displaced', 'gazans', 'see', 'misery', 'continuing', 'hamas', 'new', 'leadership']","['hamas', 'choice', 'hardline', 'political', 'leader', 'little', 'comfort', 'gazans', 'displaced', 'hungry', 'seeking', 'way', 'misery', 'nearly', '10', 'months', 'war']"
